date,total_excavated_area_ha,new_excavation_ha,recovered_ha,net_change_ha,excavation_rate_ha_per_step,total_excavated_area_smooth
2023-05-08,0.2284168193056773,0.22841681930567728,0.0,0.0,0.22841681930567728,0.2284168193056773
2023-05-28,0.2284168193056773,0.0,0.0,0.0,0.0,0.2284168193056773
2023-06-02,0.2284168193056773,0.0,0.0,0.0,0.0,0.2284168193056773
2023-06-27,0.2284168193056773,0.0,0.0,0.0,0.0,0.2284168193056773
